Email,Appliance_order_num,seasonal_efficiency_ratio,heat_performance_factor
dstimmel@dalttechnology.com,4,44.5,22.9
dstimmel@isdom.com,1,48.5,22.4
dstrassner@plussunin.com,1,35.6,19.3
dsyrop@blackzim.com,1,42.1,21.7
dtawil@donware.com,1,23.7,26.7
dtawil@donware.com,2,33.5,18.5
dtimenez@gogozoom.com,1,40.4,32.8
dtoelkes@bioplex.com,1,56.9,17.5
dtomasulo@toughzap.com,2,39,23.7
dtomasulo@toughzap.com,7,35.9,22.4
dturinetti@conecom.com,3,55.1,21.6
dupthegrove@year-job.com,4,56.9,21.4
dvocelka@rangreen.com,1,41.7,20.8
dwardrip@inity.com,1,49.8,28.2
dwardrip@inity.com,4,35.6,15
dwaycott@newex.com,1,57,18.1
dwaycott@newex.com,2,49.2,30.1
dwaycott@newex.com,4,63.3,17.9
dweglarz@hatfan.com,2,51.7,22.7
dwenner@dambase.com,3,41.5,17.8
dwenner@dambase.com,4,48.1,20.8
dwenner@mathtouch.com,2,44.1,22.4
dwieser@kan-code.com,1,30.7,25.9
dwiklund@kinnamplus.com,1,56.8,18
dwiklund@kinnamplus.com,6,24.8,20.6
dyglesias@sonron.com,3,40.1,22.8
dyori@bioholding.com,1,58,23.7
dyori@stanredtax.com,4,52,20.8
dzepp@donware.com,1,46.5,18.9
dzepp@donware.com,3,37.8,22.3
dzurcher@finjob.com,1,29.6,21.7
dzurcher@plexzap.com,1,24.1,32.4
dzurcher@plexzap.com,2,50.9,24.2
dzurcher@rundofase.com,3,47.5,24.3
eagramonte@openlane.com,2,33.4,17.8
eagramonte@openlane.com,6,35.6,14.7
ealbares@stanredtax.com,1,34.9,27
eamyot@sumace.com,3,23.3,18.4
ebaltimore@labdrill.com,1,38.3,25.4
ebaltimore@labdrill.com,3,46.1,23.8
ebayless@rundofase.com,1,47.5,26.1
ebergesen@dontechi.com,1,37,26.4
ebirkner@conecom.com,2,46.5,24.3
ebitsuie@labdrill.com,3,59.9,25.1
eblunk@plusstrip.com,1,52.9,22.1
eblunk@plusstrip.com,8,30.1,20.9
eblunk@plusstrip.com,9,54.4,23.4
eboord@nam-zim.com,1,51,22.3
ebreland@konex.com,1,45.7,29
ebriddick@ontomedia.com,1,56.3,16.7
ebriddick@ontomedia.com,2,45.6,20.9
ebrideau@conecom.com,1,56.1,15.7
ecanlas@labdrill.com,2,41.5,20.3
ecanlas@labdrill.com,3,49,25.5
ecartan@labdrill.com,1,61.6,25.7
ecartan@labdrill.com,2,43.1,25.1
ecartan@streethex.com,2,45.1,20.5
ecaudy@xx-holding.com,1,55.4,17.6
ecaudy@xx-holding.com,2,42.8,24.8
ecoody@openlane.com,2,39.4,25.3
ecoody@openlane.com,3,40.8,21.3
ecoody@treequote.com,1,38.6,17.7
ecoody@treequote.com,3,29.5,18.1
ecoody@treequote.com,5,25.7,25.3
ecoody@treequote.com,6,58.5,9.9
ecork@donquadtech.com,1,48.9,17.6
ecorrington@opentech.com,2,53.4,26.2
ecorrio@rundofase.com,2,53.3,17.7
ecorrio@yearin.com,1,40.2,22.9
ecoyier@dontechi.com,1,40.7,30.9
ecoyier@singletechno.com,1,61.8,23.9
edarakjy@faxquote.com,2,61.4,23.3
edarakjy@faxquote.com,3,28.4,24.5
edarakjy@statholdings.com,2,41.7,23.1
edarakjy@statholdings.com,3,30.1,22.5
edegroot@plussunin.com,1,24,30.3
edegroot@plussunin.com,2,32,29
edegroot@plussunin.com,3,35.9,22.2
edelasancha@betatech.com,3,47.3,19.7
edeleo@kan-code.com,1,38,19.4
edeleo@kan-code.com,3,60.1,30.5
edemesa@labdrill.com,1,45.1,21.9
edilello@doncon.com,3,37.5,23.6
edilliard@warephase.com,1,40.2,21
edopico@kan-code.com,2,41.6,26
eeanes@faxquote.com,1,36.1,15.5
eehmann@zotware.com,1,43.4,24
eengelberg@bioholding.com,1,37.8,20.6
eengelberg@inity.com,1,41.3,28.6
eengelberg@inity.com,3,33.1,24.5
eengelberg@inity.com,4,46.4,21.6
eengelberg@toughzap.com,1,45.7,21.3
eeroman@yearin.com,4,37.2,25.5
eeroman@yearin.com,6,54.8,21.3
eeroman@yearin.com,7,46.8,21.9
eeroman@yearin.com,8,35.4,15.2
eferencz@newex.com,1,36.8,28.1
efillingim@codehow.com,4,64.7,32.2
efillingim@codehow.com,7,43,22.6
efrancescon@rundofase.com,2,44.9,23.2
efredicks@zencorporation.com,2,36.1,25.2
efredicks@zencorporation.com,3,49.2,23.6
egato@streethex.com,4,43,21.4
egleich@cancity.com,2,49.9,26.4
egleich@cancity.com,4,45,28.3
egotter@rundofase.com,1,49.2,22.3
egotter@rundofase.com,3,40.2,22.3
egotter@rundofase.com,4,8.2,16.7
eharoldson@toughzap.com,2,46.5,13.7
eharoldson@toughzap.com,3,46.3,31.2
eharoldson@toughzap.com,4,26.2,20.9
eharoldson@toughzap.com,6,56.6,23
ehauenstein@donware.com,4,52.4,23.7
ehengel@streethex.com,2,30,22.3
ehengel@streethex.com,3,54.9,20.7
ehengel@streethex.com,4,42.8,32
ehoneywell@doncon.com,1,51.6,20
ehoneywell@doncon.com,2,48.6,19.4
ehoopengardner@newex.com,1,55.7,19.9
ehoopengardner@newex.com,3,61.8,20.5
ehudnall@hottechi.com,2,27.1,21.6
ejeanty@donware.com,2,47.6,21.6
ekarpin@domzoom.com,4,46.8,23.9
ekeneipp@sunnamplex.com,1,55.3,33.4
ekohl@konmatfix.com,1,31.7,18.4
ekolmetz@konex.com,1,69.8,27
ekolmetz@konex.com,2,41.3,20.8
ekonopacki@plusstrip.com,1,52.2,30.1
ekonopacki@plusstrip.com,2,36.6,22.3
ekonopacki@rangreen.com,1,61.5,23.3
ekonopacki@rangreen.com,2,37.2,14.6
ekonopacki@rangreen.com,3,42.6,16.8
ekulzer@toughzap.com,1,41,24.6
elabreche@hottechi.com,1,36.9,21
elietz@betasoloin.com,1,25.2,17.2
elorens@hatfan.com,2,46.6,24.1
elorens@inity.com,1,33.6,20.5
eluczki@faxquote.com,1,65.7,17.8
eluczki@faxquote.com,2,49.4,21.5
emaybury@hatfan.com,1,36.5,29
emcdoniel@green-plus.com,1,23.1,28.6
emcdoniel@green-plus.com,3,37,22.9
emelnyk@dambase.com,4,20.8,16.9
ementer@zumgoity.com,1,53.2,15.8
emodzelewski@donquadtech.com,1,45.5,22.2
emodzelewski@donquadtech.com,2,49.8,18.1
emodzelewski@donquadtech.com,4,40.5,26.1
emodzelewski@scotfind.com,3,40.1,21.3
emonterrubio@iselectrics.com,1,42.2,23.8
emorocco@condax.com,1,31.8,25.6
emorocco@condax.com,2,41.4,21.1
emorocco@condax.com,3,50.3,25
emoyd@dambase.com,3,42.6,24.7
emyricks@betatech.com,2,55,23.4
emyricks@betatech.com,3,38.9,16.7
emyricks@dalttechnology.com,1,30.4,23.5
enunlee@dalttechnology.com,1,62.7,17.9
enunlee@dalttechnology.com,3,27.6,21.7
enunlee@dalttechnology.com,4,24.1,22.2
eoles@sonron.com,1,38.8,19.6
eoles@sonron.com,2,50.4,17.6
eoles@sonron.com,4,41.7,25.5
epaa@zumgoity.com,2,29.8,29.2
epagliuca@singletechno.com,1,31.8,16
eperez@newex.com,1,49.6,20.6
eperin@fasehatice.com,3,46.8,22.4
eragel@yearin.com,1,48,31
eragel@yearin.com,2,58.4,25.4
eregusters@dalttechnology.com,1,42.4,19.5
ereiber@zathunicon.com,3,32.9,22.2
erentfro@codehow.com,1,38.7,21.8
erentfro@codehow.com,4,61.6,25.8
erestrepo@xx-holding.com,1,51.7,14.7
erhymes@faxquote.com,1,55.7,16.1
erhymes@faxquote.com,3,61.3,18.1
erim@sunnamplex.com,3,60.8,28.3
erim@zathunicon.com,1,49.1,26.5
erodeigues@toughzap.com,3,45,18.1
erodenberger@betasoloin.com,1,43.3,21.5
erulapaugh@dontechi.com,3,47,21.6
erulapaugh@groovestreet.com,1,59.6,21.5
erulapaugh@silis.com,3,41.9,16.3
esaras@y-corporation.com,1,42.1,22.7
esaras@y-corporation.com,2,56.5,32.1
esaras@y-corporation.com,3,58.8,16.5
esaulter@iselectrics.com,1,40,17.1
eschieler@y-corporation.com,4,49.1,26.7
esemidey@dontechi.com,1,65.6,25.3
esemidey@dontechi.com,3,38.1,16.2
esemidey@dontechi.com,6,45.8,19.2
esengbusch@betasoloin.com,3,59.9,22.1
esergi@newex.com,1,56.6,27.6
esimilton@blackzim.com,1,46.4,17.9
eskursky@singletechno.com,3,45.8,28
espickerman@gogozoom.com,2,50.9,25
espickerman@gogozoom.com,3,50.3,14.9
espickerman@gogozoom.com,5,60.5,24.1
espringe@rantouch.com,4,36.8,25.6
estaback@silis.com,1,45.9,27.5
estaback@silis.com,3,34.2,20.7
estaback@silis.com,4,53.3,22.2
estem@zoomit.com,2,32.2,22.2
eswayze@sunnamplex.com,2,50,28
esweely@labdrill.com,1,32.7,21.3
etegarden@plexzap.com,3,57,27.6
etheodorov@sumace.com,1,73.7,22.8
etheodorov@sumace.com,3,46.8,16
ethreets@xx-holding.com,2,42.1,17.3
ethyberg@xx-zobam.com,4,48.1,19.7
ethyberg@xx-zobam.com,7,33.5,23.5
etillotson@ron-tech.com,3,44.2,23.7
etollner@opentech.com,1,38.1,18
etollner@opentech.com,2,40,27.4
etoyama@y-corporation.com,2,52.6,24.7
eupthegrove@zumgoity.com,2,21.5,17.7
evillanueva@scottech.com,1,60.1,22.7
evocelka@opentech.com,1,41.6,25.9
ewalthall@betasoloin.com,1,25.5,25.1
ewardrip@ontomedia.com,4,30.5,24
ewide@groovestreet.com,1,46.3,20.6
ewolny@year-job.com,1,37.3,21.5
eyaw@treequote.com,1,51.4,21.8
eyum@plusstrip.com,1,28,25.8
ezagen@doncon.com,1,53.1,26.6
ezagen@doncon.com,3,41.4,25.8
ezagen@doncon.com,4,54.4,26.7
ezane@labdrill.com,2,52.3,19.1
ezane@labdrill.com,3,33.9,24.6
ezepp@zathunicon.com,1,45.9,19
fabdallah@y-corporation.com,1,47,26.4
fandreason@kinnamplus.com,1,31.1,21.5
fankeny@year-job.com,1,27.9,26.8
fankeny@year-job.com,3,60.5,23.4
fankeny@year-job.com,4,52.9,29.8
farceo@bioplex.com,1,46.1,17.4
fbarfield@y-corporation.com,1,65.3,18
fbartolet@rundofase.com,2,63.5,23.4
fbartolet@xx-zobam.com,1,45.8,19.3
fbitsuie@finhigh.com,3,41.6,23.1
fbrossart@toughzap.com,1,42.5,24.2
fbrossart@toughzap.com,3,55.7,30.2
fbrossart@toughzap.com,4,39.4,26.4
fbubash@nam-zim.com,1,27.1,23.1
fbubash@nam-zim.com,3,39.7,31.1
fcallaro@groovestreet.com,2,44,25.1
fcampain@mathtouch.com,3,28,22.4
fcaudy@newex.com,2,44.3,17.6
fchaffins@zathunicon.com,3,62,18.2
fchaffins@zathunicon.com,4,46.4,28.5
fchaffins@zathunicon.com,5,48.1,20.4
fchaffins@zathunicon.com,6,27.5,25.9
fchui@conecom.com,3,58,20.3
fchui@conecom.com,6,29.6,23.5
fcloney@rantouch.com,1,51,19.3
fcolla@statholdings.com,1,28,18.7
fcolla@statholdings.com,3,31.8,21.1
fcolla@statholdings.com,4,40.8,24.8
fcookey@rangreen.com,1,53.9,26.7
fcookey@rangreen.com,2,39.6,22.6
fcorrio@plussunin.com,1,51,19.5
fdenooyer@newex.com,1,34.5,15.3
fdenooyer@newex.com,3,47.4,28
fdinos@yearin.com,1,57.7,20
fdopico@statholdings.com,1,44.9,16.3
fduenas@labdrill.com,1,34.8,21.2
fennaco@mathtouch.com,1,25.6,25.7
fennaco@mathtouch.com,2,51.2,20
fennaco@mathtouch.com,3,59.4,19.4
feroman@newex.com,2,42.6,21.2
feschberger@fasehatice.com,2,53.5,21.1
feschberger@fasehatice.com,3,61.6,23.4
ffigeroa@isdom.com,2,68.4,24.7
ffigeroa@isdom.com,3,39.7,27.6
ffigeroa@lexiqvolax.com,1,40.2,20.6
ffigeroa@lexiqvolax.com,2,36.7,27.6
ffigeroa@lexiqvolax.com,3,38.8,27.8
fflister@ganjaflex.com,2,40,14.5
fflister@ganjaflex.com,3,63.4,25.1
ffortino@faxquote.com,1,48.3,13.9
ffortino@faxquote.com,2,50,23.8
ffredicks@ganjaflex.com,1,35.9,21.2
ffredicks@ganjaflex.com,2,46.5,20.8
ffunnell@j-texon.com,3,52.1,22.8
fgabisi@ontomedia.com,2,60.9,20.4
fgood@mathtouch.com,1,50.4,18.7
fgood@mathtouch.com,4,64.3,24.3
fgood@mathtouch.com,6,43.8,30.8
fgrenet@konmatfix.com,4,39.6,19.8
fgrenet@konmatfix.com,5,36.5,19.2
fhamilton@golddex.com,3,61.7,19.6
fharoldson@sonron.com,1,37.2,25.7
fharoldson@sonron.com,3,47.4,23.8
fharoldson@sonron.com,4,37.3,22.1
fharoldson@sonron.com,6,49.3,17.2
fharoldson@sonron.com,7,45.6,21.3
fhaufler@donquadtech.com,4,41.2,22.6
fhaufler@donquadtech.com,5,40.9,26.8
fherritt@singletechno.com,1,37.7,23.7
fherritt@singletechno.com,2,56.1,20.2
fhoffis@nam-zim.com,2,36.2,23.6
fhollack@sonron.com,2,33.7,18.5
fhughey@green-plus.com,1,33.3,22.5
fhughey@green-plus.com,3,24.8,18.3
finouye@y-corporation.com,2,31.4,24.7
fisenhower@betasoloin.com,1,43.1,28
fjurney@isdom.com,3,31.9,11.8
fkaniecki@plussunin.com,1,53.9,21.1
fkannady@treequote.com,2,50.5,24.8
fkannady@treequote.com,3,27.9,33
fklang@cancity.com,5,64.6,12.7
fkohnert@condax.com,2,31.3,22.6
fkohnert@condax.com,4,26.4,26.5
fkolmetz@xx-holding.com,2,52.4,23.7
fkolmetz@xx-holding.com,3,44.2,17.9
flary@doncon.com,1,30.7,19.9
flary@doncon.com,3,51.2,21.9
fleto@sumace.com,1,42.4,16.8
flizama@dontechi.com,3,50.2,24.2
flizama@dontechi.com,5,43.3,29.6
flizama@dontechi.com,6,62.4,17
florens@lexiqvolax.com,1,37.4,24.1
florens@y-corporation.com,1,47.3,23.9
florens@y-corporation.com,3,61.6,22
florens@y-corporation.com,4,33.5,14.9
fmaillard@codehow.com,1,41.8,20.7
fmaillard@codehow.com,3,48.6,20.8
fmalet@sunnamplex.com,1,53.1,32.5
fmarrier@condax.com,1,53.3,17.7
fmarrier@condax.com,3,49.9,17.1
fmconnell@treequote.com,1,68.5,22.1
fmconnell@treequote.com,5,39.4,15.3
fmerced@iselectrics.com,2,34.8,21.9
fmerced@konmatfix.com,2,51.7,21.7
fmerced@konmatfix.com,3,55.1,26.4
fmodzelewski@conecom.com,2,40.9,17.8
fmorasca@domzoom.com,1,47.4,15.5
fmulqueen@donquadtech.com,1,52.1,18.5
fneither@statholdings.com,6,45.2,22.3
fnewville@bioplex.com,1,49.6,22.1
fnewville@cancity.com,3,49.6,17.3
fnewville@cancity.com,5,35.3,22.1
fnunlee@dalttechnology.com,4,43.9,23.6
fohms@zumgoity.com,2,32.8,25.6
fohms@zumgoity.com,3,48.1,23.9
fonofrio@inity.com,2,51.2,21.8
fonofrio@inity.com,4,49.4,18.6
fonofrio@inity.com,6,46.6,22.6
fonofrio@inity.com,8,36.7,23.3
fpaskin@sumace.com,3,31.1,22.2
fpatak@bioplex.com,1,52.1,21.9
fpatak@bioplex.com,3,67.2,24.8
fpaulas@ron-tech.com,1,53.1,21.5
fpedrozo@domzoom.com,1,44,25.7
fpedrozo@domzoom.com,2,33.9,20.8
fpedrozo@domzoom.com,3,52.6,19.7
fpedrozo@rundofase.com,1,40.5,21.7
fpedrozo@rundofase.com,3,30.6,25.9
fperruzza@codehow.com,1,31.6,20.1
fperruzza@codehow.com,3,47,27.8
fperruzza@codehow.com,4,58.3,29.6
fpoquette@rantouch.com,1,47.1,27.7
fpoullion@iselectrics.com,1,41.4,25.2
fpoullion@iselectrics.com,3,33.7,23.9
freiber@ganjaflex.com,1,35.3,25.2
freiber@ganjaflex.com,4,38.8,20.1
freiber@ganjaflex.com,5,45.8,24.3
frowling@doncon.com,1,49.9,17.2
frulapaugh@stanredtax.com,1,57.4,20.7
fscriven@streethex.com,2,30.5,14.9
fshealy@labdrill.com,1,42.6,26.7
fshealy@labdrill.com,2,42.6,25.5
fshealy@labdrill.com,3,29.1,13.1
fshin@ganjaflex.com,1,43.6,19.2
fshinko@iselectrics.com,2,48,24.1
fshinko@iselectrics.com,3,20.6,18.3
fsilvestrini@scotfind.com,1,39.1,23.4
fsimilton@toughzap.com,1,45.4,21.4
fsimilton@toughzap.com,3,57.6,22.8
fsimilton@toughzap.com,4,27.7,22.9
fslusarski@dalttechnology.com,3,40.4,19.3
fslusarski@dalttechnology.com,4,40.3,20.2
fstem@zotware.com,1,43.7,19
fstem@zotware.com,2,43.3,23.7
fstorment@rundofase.com,4,53.7,25.1
fstrassner@bioholding.com,1,52.8,27.6
fstrassner@bioholding.com,2,49,22.5
fstrassner@bioholding.com,3,55.7,30.3
ftimenez@y-corporation.com,1,50.6,21.8
fvocelka@conecom.com,1,33.9,23
fwalthall@ganjaflex.com,1,60.3,19.7
fwalthall@ganjaflex.com,6,49.6,21.2
fwalthall@ganjaflex.com,7,38.2,21.6
fwalthall@ganjaflex.com,10,37.6,23.3
fwalthall@ganjaflex.com,12,55.6,27.8
fwhobrey@streethex.com,1,43.1,25.5
fwhobrey@streethex.com,4,44.9,14.8
fwiklund@groovestreet.com,2,33.2,19.6
fwitten@rantouch.com,3,49.8,16
fwolny@yearin.com,1,51.8,21.4
fwolny@yearin.com,3,55.9,28.6
fworlds@stanredtax.com,2,48.3,23.5
gamyot@finjob.com,1,46.6,24.2
gamyot@finjob.com,2,38.4,29.2
gandreason@conecom.com,1,55.2,17.5
gankeny@rundofase.com,1,51,25.9
garceo@labdrill.com,3,49.5,24.6
garceo@treequote.com,1,61.5,21.4
garceo@treequote.com,2,33.8,22.8
garedondo@year-job.com,2,42.5,18.2
gasar@konmatfix.com,1,42.8,19
gauffrey@hottechi.com,2,58.5,22.7
gauffrey@hottechi.com,3,37.7,19.1
gauffrey@hottechi.com,6,40.6,16.5
gbachman@golddex.com,2,40.6,23.6
gbatman@streethex.com,2,43.1,22.9
gbatman@streethex.com,3,26.8,20.3
gberray@hottechi.com,1,31.9,20
gberray@hottechi.com,3,50,20.4
gberray@hottechi.com,4,46.4,23.7
gbiddy@donquadtech.com,1,33.2,20.4
gbolognia@year-job.com,1,46.9,26.4
gbookamer@streethex.com,1,59.9,29.7
gbutt@plussunin.com,1,64.8,16.5
gbutt@plussunin.com,2,48,13.9
gbutzen@streethex.com,2,51.1,24.4
gbuzick@yearin.com,1,47.1,27.8
gcaiafa@j-texon.com,2,39.5,29.1
gcaiafa@j-texon.com,3,38.8,17.3
gcaldarera@lexiqvolax.com,4,52.4,27.9
gcaldarera@zathunicon.com,3,54,17.4
gcaldarera@zathunicon.com,5,63.5,24.3
gcandlish@ron-tech.com,2,57.5,19.7
gcandlish@ron-tech.com,3,37.7,21.4
gcaudy@doncon.com,1,57.6,18.6
gcaudy@doncon.com,3,50.1,18.5
gchaffins@stanredtax.com,4,53.5,17.8
gchui@fasehatice.com,1,44.9,22.9
gchui@fasehatice.com,2,39.9,24.8
gchui@ontomedia.com,1,35.3,20.7
gchui@ontomedia.com,2,35.5,21.3
gcorrington@ontomedia.com,1,61,26.7
gcorrington@ontomedia.com,2,48.2,21.9
gcorrington@ontomedia.com,3,56.5,23.3
gcorrington@y-corporation.com,1,44.3,19.8
gcorrio@plexzap.com,4,45.1,23.2
gcorrio@plexzap.com,7,61.5,25.6
gcousey@doncon.com,1,29.9,25.4
gcousey@doncon.com,2,46.3,21.1
gcousey@doncon.com,3,33.5,21.1
gcoyier@cancity.com,2,39.4,24
gcoyier@green-plus.com,1,37.5,25.6
gcoyier@groovestreet.com,3,53,18.8
gcoyier@groovestreet.com,4,32.1,24.2
gcoyier@groovestreet.com,5,31.4,15
gcoyier@groovestreet.com,7,69.3,16.7
gcronauer@xx-holding.com,4,52.6,17.6
gcronauer@xx-holding.com,5,31.6,24.5
gcronauer@xx-holding.com,6,43.5,18
gdelasancha@hottechi.com,1,53.9,24.5
gdelasancha@hottechi.com,3,52.2,25.9
gdelasancha@hottechi.com,4,35.5,22.8
gdelasancha@j-texon.com,1,60.1,23.1
gdelasancha@j-texon.com,2,15.5,26.1
gdelasancha@j-texon.com,3,55,18.1
gdelasancha@scotfind.com,1,67.5,26.7
gdelasancha@scotfind.com,2,38.9,27.1
gdelasancha@sumace.com,1,42.4,27.6
gdopico@warephase.com,1,58.4,15.7
gdopico@warephase.com,2,25.7,29.1
gduenas@funholding.com,2,19.2,20.6
gduenas@funholding.com,4,47.4,20.3
gduenas@iselectrics.com,2,63.2,26.3
geschberger@donware.com,1,51.2,30.2
geschberger@donware.com,2,33.7,25.7
geschberger@donware.com,3,39,16.8
geschberger@donware.com,7,65,24.6
gferrario@domzoom.com,3,35,14.2
gferrario@konex.com,1,34.9,22.4
gfishburne@dambase.com,1,36.8,16.8
gfishburne@dambase.com,3,48.5,18.1
gfishburne@plexzap.com,1,45.5,21.5
gfishburne@plusstrip.com,3,21.1,32.2
gflosi@condax.com,1,43.7,18.5
ggabisi@codehow.com,2,38.6,26.8
ggabisi@ganjaflex.com,1,38.2,17.8
ggellinger@codehow.com,1,47.3,24.2
ggellinger@codehow.com,2,63.1,26.9
ggellinger@xx-zobam.com,3,52.4,19.3
ggesick@nam-zim.com,1,38.2,15.9
ggibes@ron-tech.com,3,45.3,21.3
ggiguere@scotfind.com,3,15.9,16.4
ggiguere@scotfind.com,4,43.5,28.2
ggiguere@scotfind.com,5,51.5,22.3
ggiguere@scotfind.com,6,46,16.3
ggiguere@scotfind.com,7,55.3,17.2
ggiguere@singletechno.com,1,41.1,24.1
ggiguere@singletechno.com,3,45.8,25.8
ggillian@scottech.com,3,56,27.6
ggleich@zathunicon.com,3,49.2,24.5
gglick@sonron.com,1,25.1,19.3
gglick@sonron.com,2,31.6,19.7
gglick@sonron.com,3,53.3,20.1
ggood@silis.com,1,43.1,15.7
ggood@silis.com,2,33.5,25.1
ggood@xx-holding.com,1,44.2,17.5
ggotter@zumgoity.com,5,26.5,28.4
ggreenbush@zotware.com,2,41.9,26.8
ghagele@bioholding.com,2,56.7,21.3
ghagele@bioholding.com,3,30.1,13.7
ghamilton@doncon.com,1,33.6,17.4
ghaufler@hatfan.com,1,43.1,24.9
ghoa@inity.com,1,47.8,17.2
ghoa@inity.com,2,36.8,30
ghoa@inity.com,5,41.4,22.4
ghoffis@dambase.com,1,54.9,16.6
ghoffis@ganjaflex.com,1,36.4,17.6
ghoffis@ganjaflex.com,2,23.4,23.3
ghoffis@ganjaflex.com,3,58.7,16.4
ghoffis@ganjaflex.com,4,30.3,18.1
ghoffis@year-job.com,1,28.3,19.6
ghollack@opentech.com,2,27.6,27.8
ghollack@opentech.com,3,44.7,27.4
ghughey@y-corporation.com,1,36.7,24.4
ginouye@scottech.com,1,55.5,15.8
ginouye@scottech.com,2,43.8,20.8
gkannady@finhigh.com,2,36.9,20.7
gkannady@finhigh.com,3,46.6,20.2
gkannady@yearin.com,1,28,20.1
gkardas@ganjaflex.com,1,53.4,19.7
gkardas@groovestreet.com,1,49.9,25.7
gkarpel@goodsilron.com,1,24.9,18.8
gkarpel@goodsilron.com,2,30.3,21.1
gkarpel@goodsilron.com,4,40.9,29.3
gkarpel@goodsilron.com,8,42.9,22.1
gkarpel@goodsilron.com,9,33.2,19.4
gkeener@plussunin.com,2,26.5,24.5
gkeener@plussunin.com,3,38,28.3
gkiel@plussunin.com,2,38.5,23.5
gkippley@xx-holding.com,2,47.6,18.4
gkippley@xx-holding.com,7,30.8,20.3
gklonowski@iselectrics.com,1,30.3,15.4
gklusman@openlane.com,1,56.5,12.7
gklusman@openlane.com,3,30.3,20.5
gknipp@scotfind.com,1,40.5,24.2
gknipp@scotfind.com,3,34.7,21.9
gknipp@scotfind.com,5,45.9,15.3
gkusko@singletechno.com,1,49.6,18.9
glapage@konex.com,1,42.6,25.6
glawler@hottechi.com,1,52,18.4
glimmel@lexiqvolax.com,1,33.7,19.8
glimmel@scottech.com,4,41.7,25.2
glimmel@scottech.com,6,21.5,16.2
glimmel@scottech.com,7,60,28.7
glipke@zathunicon.com,3,34.5,20.3
glipkin@iselectrics.com,1,42.4,21.8
glipkin@iselectrics.com,2,26.8,22
gliukko@kinnamplus.com,4,49.8,22.8
gliukko@kinnamplus.com,5,76.5,22
gliukko@kinnamplus.com,6,47.9,22.9
gloader@dontechi.com,2,45.8,24.3
glueckenbach@faxquote.com,2,37,22.1
glukasik@streethex.com,2,24.1,27.1
gmadarang@dalttechnology.com,3,29.5,23.6
gmadarang@lexiqvolax.com,1,33.3,22.4
gmaile@betatech.com,1,40.4,15
gmarrier@rantouch.com,1,39.8,29.9
gmaybury@opentech.com,1,52.1,22.9
gmaynerich@plussunin.com,3,50.9,22.5
gmccullan@opentech.com,2,62,26.9
gmccullan@opentech.com,3,32.6,25.5
gmccullan@opentech.com,4,44.2,20.9
gmccullan@opentech.com,5,55.2,16.6
gmcnease@betasoloin.com,1,38.3,23.5
gmcrae@inity.com,4,51.7,21.8
gmeinerding@fasehatice.com,4,58.7,17.9
gmeinerding@fasehatice.com,5,29,20.9
gmeteer@scottech.com,2,42.7,18.1
gmeteer@scottech.com,3,28.8,20.6
gmiceli@betasoloin.com,1,41,24.5
gmotley@zencorporation.com,2,53.7,27.9
gmunis@kan-code.com,1,49.8,17.3
gmunis@kan-code.com,2,36.8,28.7
gmunis@kan-code.com,3,40.9,20.3
gnicka@ron-tech.com,2,41.7,18.4
gnicka@ron-tech.com,5,49.6,22.5
gnicka@ron-tech.com,6,47.3,26.5
gnicolozakes@dambase.com,2,44.2,20.3
gnicolozakes@dambase.com,3,41.7,15.1
gnunlee@treequote.com,5,45.7,22.8
gostrosky@zoomit.com,1,46.4,13.5
gostrosky@zoomit.com,2,43.9,23.8
gpalaia@xx-zobam.com,1,39.8,22
gpaprocki@dontechi.com,2,36.3,21.4
gpaprocki@dontechi.com,3,49.4,16.2
gparlato@faxquote.com,1,33.1,25.6
gparlato@faxquote.com,3,24.1,19.5
gpedrozo@betatech.com,4,44.4,21.3
gpedrozo@betatech.com,7,44.7,20.4
gpedrozo@betatech.com,8,35.1,30.4
gpedrozo@betatech.com,9,34.7,19.2
gpedrozo@betatech.com,12,37.7,15.4
gperez@zumgoity.com,1,42.2,24.2
gperin@treequote.com,2,46.3,30.4
gperin@year-job.com,1,42.9,14.5
gperin@year-job.com,3,26.9,21
gpoquette@konex.com,1,38.1,19.8
greiber@y-corporation.com,3,46.3,19
grentfro@iselectrics.com,1,44.9,18.4
grentfro@iselectrics.com,3,49.2,27.6
grentfro@treequote.com,4,40,20.1
grhymes@konmatfix.com,5,52.9,28
grhymes@konmatfix.com,6,23.3,25.6
grochin@opentech.com,1,44.4,23.5
grodeigues@hatfan.com,4,42.1,20.1
grodeigues@treequote.com,3,28.7,14.7
grodenberger@lexiqvolax.com,1,35,21.9
growling@konex.com,1,42.7,21.1
grulapaugh@codehow.com,1,36.6,24.5
gsahagun@rangreen.com,1,56.8,15.1
gsahagun@rangreen.com,3,40.5,23.7
gsamara@mathtouch.com,2,54.3,20.8
gsamu@funholding.com,3,40.2,24.8
gsarbacher@conecom.com,1,37.5,32.6
gsarbacher@conecom.com,2,39,21.9
gschieler@finhigh.com,2,45,31
gschieler@finhigh.com,5,56.5,17.9
gschieler@finhigh.com,6,45.2,21.1
gscriven@plexzap.com,1,45.5,19.6
gscriven@plexzap.com,2,61.4,17.6
gsengbusch@treequote.com,1,44.9,15.7
gsengbusch@treequote.com,2,41.2,25.8
gsilvestrini@ron-tech.com,1,61.9,27.4
gsilvestrini@toughzap.com,1,43.6,28.9
