Email,Square_footage,Home_type,Cool_setting,Heat_setting,Zip_code
jmai@finhigh.com,3582,house,72,76,30054
jmai@opentech.com,1393,apartment,74,72,33458
jmaillard@ganjaflex.com,2557,apartment,71,73,73722
jmaillard@zumgoity.com,1306,townhome,69,77,48170
jmalet@kinnamplus.com,76,house,73,73,2476
jmallett@openlane.com,1286,house,75,68,24553
jmalvin@faxquote.com,2154,house,71,71,20550
jmanno@condax.com,246,house,,69,44865
jmarrier@kinnamplus.com,772,apartment,,71,17855
jmastella@warephase.com,1313,apartment,71,67,30619
jmauson@lexiqvolax.com,631,condominium,,,47561
jmaynerich@konex.com,1558,house,69,,29039
jmaynerich@zoomit.com,971,house,72,73,2779
jmccullan@y-corporation.com,67,townhome,72,73,93402
jmclaird@konex.com,467,apartment,,69,67732
jmclaird@konmatfix.com,722,townhome,71,77,31094
jmclaird@xx-holding.com,508,apartment,,71,43566
jmconnell@silis.com,97,apartment,71,65,68664
jmcrae@newex.com,1162,apartment,72,67,85254
jmeisel@hatfan.com,754,townhome,73,74,16675
jmeisel@konex.com,66,house,75,67,15132
jmeisel@labdrill.com,974,apartment,74,75,99645
jmenter@streethex.com,791,apartment,72,76,96813
jmerced@mathtouch.com,2034,house,,64,33447
jmiceli@sunnamplex.com,292,house,68,70,41477
jmirafuentes@donquadtech.com,610,house,,,53529
jmiro@donware.com,1044,house,71,,63534
jmiro@groovestreet.com,665,house,,75,90075
jmonarrez@doncon.com,1184,condominium,72,70,23336
jmondella@betatech.com,1329,house,,72,87418
jmondella@domzoom.com,2481,apartment,74,66,45069
jmondella@scotfind.com,2250,condominium,72,69,32068
jmonterrubio@isdom.com,2212,townhome,73,70,62948
jmorocco@finjob.com,117,apartment,71,,12830
jmotley@scottech.com,475,mobile home,73,76,54756
jmotley@warephase.com,2299,townhome,76,66,47034
jmugnolo@finhigh.com,981,house,70,73,46017
jmunns@openlane.com,490,mobile home,,75,96806
jmunns@treequote.com,1063,apartment,73,74,44907
jmyricks@donware.com,1203,condominium,72,,79527
jmyricks@plussunin.com,2196,house,72,73,21284
jneither@scotfind.com,2438,house,76,75,3234
jnewville@j-texon.com,960,townhome,71,72,29070
jnewville@sunnamplex.com,89,house,74,,90306
jnievas@mathtouch.com,527,condominium,72,74,32961
jogg@goodsilron.com,1232,house,,71,85742
jogg@ron-tech.com,3117,house,68,71,29205
johms@ganjaflex.com,593,apartment,,69,49281
johms@gogozoom.com,88,apartment,73,65,62996
joles@groovestreet.com,1212,condominium,,,11204
joles@scottech.com,75,mobile home,,69,45248
jostolaza@sonron.com,1064,apartment,,70,36793
jpaskin@goodsilron.com,92,house,76,,75089
jpatak@treequote.com,1794,apartment,76,73,65762
jperigo@hatfan.com,1411,apartment,74,,51450
jpinilla@golddex.com,1151,house,,73,71136
jpoquette@betatech.com,2078,house,69,69,47938
jpoquette@gogozoom.com,802,house,,68,62092
jpoquette@ron-tech.com,575,apartment,73,75,19319
jradde@blackzim.com,367,apartment,74,75,25011
jrantanen@ron-tech.com,3977,house,75,73,2801
jrantanen@year-job.com,1397,house,,76,64503
jrauser@inity.com,327,mobile home,72,64,54216
jregusters@openlane.com,1139,townhome,74,72,99125
jreiber@ron-tech.com,2479,house,70,,43543
jrhoden@konmatfix.com,733,condominium,75,65,77306
jrhym@bioplex.com,1044,condominium,75,70,62694
jrhymes@silis.com,591,townhome,,73,74104
jrim@bioholding.com,245,mobile home,,70,63387
jrim@doncon.com,1056,condominium,,76,58759
jrim@konex.com,2100,house,69,73,37302
jrim@plexzap.com,1336,apartment,72,70,20506
jriopelle@openlane.com,436,apartment,,72,42021
jrodefer@green-plus.com,1830,condominium,73,69,52344
jrodefer@j-texon.com,770,house,72,78,75478
jrodeigues@treequote.com,891,apartment,71,72,11550
jrowling@donware.com,1378,house,73,76,4441
jrowling@xx-zobam.com,418,apartment,,69,48198
jrulapaugh@cancity.com,1462,house,72,75,7204
jsahagun@konex.com,165,condominium,69,,908
jsahagun@statholdings.com,308,mobile home,68,72,74935
jsarao@zencorporation.com,2066,house,,72,1605
jsaras@donquadtech.com,926,townhome,,72,13342
jsaras@singletechno.com,1449,house,76,70,18949
jsarbacher@zotware.com,226,mobile home,71,70,15613
jsaylors@ontomedia.com,988,house,74,74,35046
jschmierer@golddex.com,1725,house,,76,30725
jschmierer@j-texon.com,596,house,74,72,20158
jschmierer@zumgoity.com,897,apartment,73,69,67155
jscipione@year-job.com,1008,house,75,71,23922
jscriven@doncon.com,3026,apartment,,69,33174
jscriven@gogozoom.com,1553,condominium,,65,35620
jscriven@j-texon.com,677,apartment,70,,67585
jscriven@warephase.com,1493,house,75,,73575
jseewald@codehow.com,51,apartment,74,71,1770
jseewald@kinnamplus.com,1095,apartment,72,72,52595
jsetter@labdrill.com,1546,house,75,75,7061
jshields@betasoloin.com,1254,apartment,,75,213
jshin@finjob.com,1526,townhome,,73,48830
jshinko@ontomedia.com,2181,condominium,76,,48218
jsimilton@j-texon.com,2104,house,,76,92384
jsimilton@plusstrip.com,803,apartment,75,75,3875
jskursky@konmatfix.com,954,townhome,,75,98465
jslusarski@warephase.com,1504,house,,68,14843
jslusarski@xx-zobam.com,611,mobile home,,,92074
jsmith@kan-code.com,661,townhome,74,75,5850
jsmith@zathunicon.com,2607,house,70,,80204
jspickerman@donquadtech.com,1525,condominium,74,74,55550
jstaback@cancity.com,775,townhome,,78,47331
jstaback@lexiqvolax.com,1260,apartment,76,74,35975
jsteier@streethex.com,531,townhome,73,70,47880
jstockham@gogozoom.com,660,apartment,,,54180
jstoltzman@plexzap.com,756,house,72,70,81067
jstrassner@faxquote.com,1946,townhome,68,73,15544
jstuer@xx-zobam.com,217,condominium,73,77,12401
jsturiale@betasoloin.com,555,apartment,,69,20391
jsuell@mathtouch.com,213,house,75,69,72333
jsuell@zencorporation.com,1376,house,71,73,58344
jswayze@lexiqvolax.com,1556,house,,,96707
jswayze@zoomit.com,1202,house,72,69,56399
jsweely@betasoloin.com,1297,house,72,72,70352
jsweely@labdrill.com,1504,house,73,70,97477
jsweely@statholdings.com,531,apartment,72,72,84404
jsweigard@green-plus.com,1115,house,,72,26415
jsweigard@isdom.com,980,apartment,,71,15920
jsyrop@hatfan.com,1184,apartment,,76,62884
jtegarden@isdom.com,1001,apartment,69,75,13409
jtheodorov@kan-code.com,1055,condominium,71,73,6380
jtillotson@ontomedia.com,829,townhome,76,72,73439
jtimenez@hatfan.com,845,apartment,,,7456
jtomasulo@scottech.com,3299,house,72,70,25711
jtomblin@scotfind.com,909,apartment,72,,52225
jtreston@dalttechnology.com,1024,apartment,73,73,60933
jtromblay@mathtouch.com,1225,condominium,73,73,12260
jupthegrove@plussunin.com,895,townhome,73,72,50231
jupthegrove@singletechno.com,538,house,73,,7820
juyetake@xx-holding.com,1344,house,,,33084
juyetake@zathunicon.com,814,house,73,68,79739
jvanausdal@donware.com,56,townhome,74,72,24375
jvenere@warephase.com,1659,house,74,72,18348
jvinning@doncon.com,442,apartment,,76,73052
jvinning@isdom.com,1740,house,,71,75264
jvinning@kinnamplus.com,1124,house,71,,20408
jvizarro@ganjaflex.com,673,apartment,72,72,34229
jwalthall@ontomedia.com,1083,apartment,72,74,66620
jwalthall@zotware.com,181,mobile home,,77,86431
jwardrip@j-texon.com,218,mobile home,,70,16120
jwaymire@kinnamplus.com,442,apartment,74,74,98322
jweglarz@openlane.com,666,townhome,69,71,50465
jwenzinger@inity.com,750,apartment,,72,62026
jwiklund@plussunin.com,757,house,75,75,60137
jwildfong@zotware.com,3202,house,69,73,95669
jwitten@plexzap.com,117,townhome,,76,56230
jwrinkles@zoomit.com,431,mobile home,72,69,61639
jyaw@lexiqvolax.com,2046,house,70,72,25106
jyglesias@zumgoity.com,3145,house,73,69,71426
jyori@fasehatice.com,1110,townhome,73,76,85099
jzepp@condax.com,669,house,,75,16665
kabdallah@condax.com,546,mobile home,72,73,54870
kacuff@finhigh.com,815,house,,,1054
kagramonte@labdrill.com,238,mobile home,,76,20612
kagramonte@rangreen.com,595,house,72,73,93624
kalbares@openlane.com,1553,house,76,65,80530
kamyot@labdrill.com,2192,apartment,72,72,33736
kangalich@blackzim.com,424,apartment,74,73,92616
kankeny@statholdings.com,1526,house,76,73,7184
kauber@finjob.com,1809,house,70,75,56561
kbachman@scottech.com,966,townhome,70,76,62763
kbatman@opentech.com,261,mobile home,73,69,59313
kbenimadho@hatfan.com,650,house,,72,33167
kbenimadho@konex.com,973,house,73,75,85553
kbergesen@dalttechnology.com,1710,house,69,74,21627
kbergesen@xx-holding.com,1118,apartment,74,70,54858
kberlanga@finjob.com,3706,house,74,76,78468
kberlanga@ron-tech.com,751,house,,71,14172
kberray@year-job.com,470,apartment,,66,11243
kbevelacqua@blackzim.com,1332,apartment,71,76,5085
kbevelacqua@xx-zobam.com,1081,apartment,73,72,81084
kbiddy@betatech.com,467,condominium,73,69,85065
kbirkner@statholdings.com,1159,house,,69,3221
kblackwood@condax.com,56,apartment,73,,60055
kbookamer@golddex.com,958,apartment,,76,45830
kbourbon@domzoom.com,282,mobile home,74,71,20099
kbrachle@doncon.com,1183,condominium,73,,16863
kbreland@fasehatice.com,214,condominium,71,77,80314
kbreland@iselectrics.com,820,apartment,69,,11426
kbreland@kinnamplus.com,1509,house,,71,17976
kbrossart@dontechi.com,849,condominium,76,72,64766
kbubash@hatfan.com,502,condominium,75,76,41040
kburnard@plexzap.com,759,house,,75,53924
kbutzen@newex.com,2576,house,72,68,56310
kcaiafa@betasoloin.com,1445,house,,70,4454
kcaiafa@blackzim.com,1096,house,75,73,67073
kcampain@cancity.com,942,house,,74,43606
kcampain@xx-zobam.com,1542,apartment,,76,43311
kcartan@inity.com,1300,apartment,,77,24157
kcartan@rantouch.com,986,apartment,72,67,58046
kcaudy@kinnamplus.com,1712,townhome,74,70,28503
kcaudy@rangreen.com,60,house,,66,14221
kcaudy@singletechno.com,522,apartment,73,73,41812
kcentini@dontechi.com,495,mobile home,73,68,18218
kcetta@plexzap.com,2500,townhome,,72,33097
kcomnick@bioholding.com,1038,townhome,,75,51441
kcorrington@sunnamplex.com,824,apartment,73,70,37687
kcorrio@konmatfix.com,1486,house,,75,13648
kcousey@zotware.com,1661,townhome,71,69,16827
kcraghead@singletechno.com,1491,house,73,74,74962
kcrupi@funholding.com,1125,apartment,75,70,59317
kcrupi@yearin.com,818,condominium,75,72,79159
kdallen@newex.com,949,apartment,74,73,43535
kdaufeldt@groovestreet.com,938,apartment,73,76,82648
kdegonia@donware.com,764,house,69,,6065
kdegroot@bioholding.com,717,apartment,72,71,66938
kdelasancha@codehow.com,1436,house,,72,15075
kdelasancha@sunnamplex.com,427,mobile home,74,71,768
kdemesa@lexiqvolax.com,705,condominium,73,68,11405
kdemesa@openlane.com,1214,apartment,72,73,71667
kdevreese@goodsilron.com,747,house,70,70,30756
kdhamer@warephase.com,1318,townhome,,72,42539
kdopico@codehow.com,845,apartment,68,66,5850
kduenas@conecom.com,1982,house,72,68,90079
kehmann@dontechi.com,101,apartment,,74,75378
kengelberg@singletechno.com,1031,house,71,75,76198
kestell@iselectrics.com,70,apartment,72,70,58313
kferencz@fasehatice.com,1252,condominium,69,75,65440
kferencz@zoomit.com,753,house,69,76,10927
kferrario@bioholding.com,789,apartment,,71,47420
kfigeroa@finhigh.com,212,townhome,,76,80165
kfrey@zathunicon.com,826,apartment,71,,64456
kgalam@blackzim.com,592,apartment,69,75,40618
kgato@xx-zobam.com,513,apartment,69,72,20144
kgehrett@codehow.com,97,house,,74,1077
kgibes@bioplex.com,1164,condominium,71,68,96080
kgiguere@donquadtech.com,2253,condominium,,76,603
kglick@treequote.com,1419,townhome,73,66,72531
kgobern@treequote.com,2510,house,75,,94555
kgochal@green-plus.com,159,mobile home,71,67,48208
kgudroe@dalttechnology.com,723,condominium,,72,11786
khalsey@kinnamplus.com,1382,house,70,74,46566
khamilton@labdrill.com,393,apartment,,77,73459
khamilton@openlane.com,2044,house,,73,13606
khanafan@bioplex.com,942,apartment,72,68,18955
kheimann@sumace.com,92,house,,73,24889
khengel@treequote.com,1866,house,72,76,54889
kherritt@sumace.com,1112,house,73,75,79322
khochard@lexiqvolax.com,662,house,72,,94929
khochard@year-job.com,3019,townhome,75,73,79084
khollack@bioplex.com,1082,apartment,72,72,16422
khollack@plussunin.com,1165,house,,73,23509
khudnall@zoomit.com,2189,house,,67,16414
kjacobos@toughzap.com,1277,apartment,72,,39579
kjulia@stanredtax.com,1537,house,68,,64469
kkaniecki@toughzap.com,1143,condominium,71,,56364
kkannady@zencorporation.com,1764,house,,76,73058
kkardas@sonron.com,1311,condominium,,70,48419
kkardas@xx-zobam.com,1041,apartment,,75,85927
kkeetch@gogozoom.com,870,apartment,73,72,25247
kketelsen@sumace.com,1020,apartment,72,74,64187
kkippley@konmatfix.com,304,mobile home,73,73,94941
kkitzman@donquadtech.com,923,apartment,72,72,12953
kklimek@stanredtax.com,1410,house,68,75,27836
kklimek@sumace.com,957,condominium,71,76,77351
kklonowski@lexiqvolax.com,470,condominium,73,78,45066
kkulzer@dontechi.com,861,townhome,69,70,77504
kkulzer@j-texon.com,1037,apartment,75,75,99138
klabreche@betasoloin.com,2252,townhome,76,72,88321
klacovara@sumace.com,731,apartment,75,76,67260
klawler@zotware.com,1265,apartment,74,68,32572
kleto@iselectrics.com,1923,house,,72,79741
klietz@plusstrip.com,2319,house,72,,90046
klimmel@green-plus.com,856,apartment,,73,44274
klimmel@ontomedia.com,626,condominium,,70,91715
kliukko@xx-holding.com,444,apartment,75,72,30335
kloader@betasoloin.com,1665,condominium,72,73,19050
klother@rundofase.com,1333,apartment,74,78,86438
klother@statholdings.com,1156,apartment,72,72,45309
klungren@betatech.com,475,condominium,,75,73110
klungren@rundofase.com,1169,house,73,74,66959
kmarrier@konmatfix.com,2433,house,,73,46365
kmastella@statholdings.com,70,apartment,73,,41619
kmclaird@sonron.com,1540,townhome,74,70,67342
kmenter@opentech.com,39,mobile home,75,69,47584
kmenter@statholdings.com,5124,house,72,72,93291
kmerced@iselectrics.com,1763,apartment,70,73,78750
kmiro@bioholding.com,1078,townhome,,71,54017
kmiro@goodsilron.com,291,apartment,,75,70503
kmiro@rangreen.com,1768,condominium,69,72,65301
kmodzelewski@rangreen.com,1571,townhome,76,,88136
kmonarrez@finhigh.com,603,house,72,70,22641
kmondella@mathtouch.com,1202,condominium,75,69,60646
kmonterrubio@golddex.com,2443,apartment,73,71,13455
kmonterrubio@j-texon.com,361,mobile home,75,75,28601
kmorasca@statholdings.com,1247,apartment,,70,11767
kmotley@rangreen.com,1259,house,71,,62896
knabours@finjob.com,644,condominium,73,70,45330
knabours@warephase.com,1950,condominium,,69,30733
knachor@goodsilron.com,778,condominium,71,72,19357
knayar@stanredtax.com,738,apartment,73,74,49735
knestle@nam-zim.com,395,mobile home,74,75,38603
kogg@rundofase.com,195,townhome,75,75,94067
kohms@hatfan.com,147,house,,69,88043
kostrosky@ganjaflex.com,212,mobile home,,72,30348
kpaa@hottechi.com,590,house,71,,62027
kparvis@gogozoom.com,2550,house,72,66,28056
kpaskin@labdrill.com,1162,house,73,69,18202
kpatak@toughzap.com,2065,townhome,73,70,68329
kpaulas@xx-holding.com,1240,townhome,69,74,35978
kperez@silis.com,1116,condominium,,70,94042
kperin@kan-code.com,815,condominium,73,75,92595
kpoquette@ron-tech.com,1705,townhome,69,,25926
kpoullion@dontechi.com,700,house,,78,30305
kradde@finhigh.com,1003,condominium,69,77,14484
kragel@fasehatice.com,1959,townhome,,73,97868
krantanen@gogozoom.com,1146,apartment,72,73,24836
krauser@bioplex.com,1331,house,74,73,73301
krauser@cancity.com,284,mobile home,73,73,12928
kraymo@ontomedia.com,809,house,73,74,28216
kregusters@blackzim.com,1582,townhome,72,75,33134
kregusters@domzoom.com,1866,house,,74,41098
krestrepo@faxquote.com,621,mobile home,73,69,5666
krestrepo@treequote.com,813,apartment,75,,8870
krhym@mathtouch.com,1231,condominium,74,,48811
krhym@plussunin.com,1305,house,74,72,44085
krhymes@dontechi.com,769,apartment,,64,28677
kriden@dalttechnology.com,696,house,,72,54641
krim@goodsilron.com,415,apartment,73,78,62938
kriopelle@hottechi.com,991,house,,70,91915
krodeigues@xx-holding.com,1061,condominium,75,72,5156
krodenberger@faxquote.com,1432,house,69,72,48915
krowling@finhigh.com,766,house,73,74,94039
krowling@plussunin.com,1139,apartment,,,48806
ksamu@goodsilron.com,935,apartment,73,,5148
ksarao@iselectrics.com,263,townhome,,73,72740
ksaras@condax.com,622,house,,,51442
ksawchuk@donquadtech.com,70,mobile home,,73,15325
ksawchuk@singletechno.com,1592,townhome,,75,73031
ksaylors@hottechi.com,361,apartment,75,64,68602
kscheyer@groovestreet.com,2072,house,74,78,65638
kschmierer@gogozoom.com,77,apartment,74,76,91508
kscipione@bioplex.com,900,house,,72,67521
kscriven@donware.com,904,house,71,74,28146
ksemidey@inity.com,972,mobile home,72,73,64741
kshadrick@dontechi.com,544,apartment,69,67,27407
kshadrick@green-plus.com,1470,house,73,72,5260
kshin@codehow.com,1236,townhome,70,,21216
kshinko@zoomit.com,1294,house,75,75,54220
kshinko@zumgoity.com,914,apartment,70,76,52172
kskursky@openlane.com,1281,apartment,,72,56433
kspringe@nam-zim.com,1800,apartment,,,39456
kspringe@year-job.com,533,apartment,,73,45696
ksteffensmeier@stanredtax.com,679,house,71,74,30502
ksteier@labdrill.com,1134,townhome,75,72,64401
kstem@funholding.com,769,apartment,72,,80960
kstem@plussunin.com,1503,house,76,78,52497
kstockham@domzoom.com,1302,apartment,72,70,49610
kstorment@domzoom.com,105,condominium,,74,56748
kstorment@zumgoity.com,671,apartment,,71,78222
kswayze@rundofase.com,1021,condominium,75,72,13632
ksweigard@silis.com,1309,house,71,66,91184
ktagala@xx-zobam.com,1407,condominium,,72,67741
ktillotson@silis.com,988,condominium,68,74,41526
ktimenez@condax.com,801,apartment,71,65,56701
ktjepkema@labdrill.com,2293,apartment,69,72,16103
kvanheusen@j-texon.com,462,mobile home,71,77,92831
kvanheusen@labdrill.com,702,townhome,75,75,19009
kvarriano@stanredtax.com,46,apartment,,69,61417
kvenere@doncon.com,472,apartment,72,75,97484
kvillanueva@nam-zim.com,188,house,,72,70538
kvizarro@fasehatice.com,835,apartment,74,,37688
kvonasek@condax.com,430,apartment,,64,21651
kwalthall@goodsilron.com,967,apartment,74,69,10459
kwaycott@toughzap.com,576,condominium,73,76,72370
kwieser@konex.com,587,mobile home,73,66,24605
kwiklund@faxquote.com,1270,townhome,74,72,77512
kwrinkles@rangreen.com,684,house,,74,1342
kyori@groovestreet.com,1588,apartment,73,74,32244
kzagen@rundofase.com,1376,apartment,72,72,62830
kzepp@singletechno.com,139,house,73,,69026
kzurcher@kan-code.com,2078,house,72,77,55043
kzurcher@rantouch.com,649,house,74,67,96161
labdallah@scotfind.com,99,house,,72,46974
lagramonte@condax.com,177,townhome,,71,47965
lahle@faxquote.com,408,house,73,73,29325
lamyot@sumace.com,1320,apartment,72,73,50271
langalich@goodsilron.com,674,townhome,75,75,33568
lankeny@lexiqvolax.com,1182,house,,74,3873
lankeny@scottech.com,1192,condominium,71,,77453
larceo@bioplex.com,1190,house,74,76,64486
laredondo@j-texon.com,120,townhome,,74,33434
larias@gogozoom.com,1448,condominium,72,,16743
larias@plexzap.com,1358,apartment,76,76,56729
larias@sumace.com,1654,house,73,76,61876
lasar@plusstrip.com,85,townhome,74,77,54416
lasar@sumace.com,3159,house,73,75,12452
lauffrey@zoomit.com,1245,house,68,69,1748
lbaltimore@kan-code.com,1511,house,72,71,10586
lbarfield@doncon.com,1073,townhome,72,66,73539
lbarfield@nam-zim.com,1430,apartment,,74,19999
lbartolet@rangreen.com,845,townhome,73,72,27614
lbatman@year-job.com,563,condominium,,75,15027
lbeech@golddex.com,580,apartment,,76,63101
lbenimadho@rundofase.com,708,house,71,76,25812
lbennick@konmatfix.com,1139,apartment,72,67,97914
lberganza@sumace.com,1096,townhome,69,,32562
lberganza@zoomit.com,176,house,,78,32901
lbergesen@bioplex.com,124,mobile home,,73,18091
lbergesen@newex.com,256,house,74,65,24230
lberray@openlane.com,726,apartment,69,71,64141
lbilden@groovestreet.com,224,condominium,71,69,20503
lbilden@sonron.com,744,house,72,,79537
lblackwood@kinnamplus.com,1379,townhome,75,70,48104
lbolognia@donware.com,1807,townhome,,67,41472
lbolognia@zoomit.com,149,mobile home,,76,54937
lbookamer@statholdings.com,445,mobile home,74,77,93714
lbookamer@zencorporation.com,775,house,,73,70791
lboord@hottechi.com,1005,townhome,73,76,60619
lboord@yearin.com,469,condominium,71,72,33052
lboulter@fasehatice.com,1508,townhome,75,65,4462
lboulter@labdrill.com,675,condominium,71,77,42370
lbreland@statholdings.com,778,condominium,75,76,2669
lbriddick@singletechno.com,1942,condominium,74,,94502
lbrossart@isdom.com,1560,apartment,70,71,40405
lbrucato@dambase.com,2923,house,71,,69167
lbruschke@dontechi.com,1102,townhome,72,73,85268
lbubash@openlane.com,664,condominium,73,74,48762
lbubash@scotfind.com,192,mobile home,,65,62348
lbubash@stanredtax.com,541,apartment,,71,60466
lbuemi@hatfan.com,735,house,74,66,46112
lburnard@kan-code.com,1795,house,,70,17841
lbuvens@blackzim.com,28,mobile home,,71,11958
lbuvens@statholdings.com,487,apartment,,,83025
lbuzick@newex.com,49,apartment,68,70,23917
lbuzick@zencorporation.com,975,apartment,70,71,37369
lcaiafa@groovestreet.com,5659,townhome,73,,61263
lcaiafa@plussunin.com,1292,house,73,76,23017
lcallaro@codehow.com,826,house,71,71,11788
lcallaro@faxquote.com,1218,townhome,75,73,89599
lcampain@fasehatice.com,198,mobile home,,71,62946
lcanlas@donquadtech.com,429,apartment,75,71,50604
lcantres@y-corporation.com,416,apartment,75,74,47288
lcartan@inity.com,854,apartment,,,85363
lcartan@konmatfix.com,1402,apartment,,,95121
lcastros@betatech.com,498,apartment,,78,74944
lcetta@bioholding.com,2507,house,75,75,73834
lcetta@codehow.com,126,townhome,72,72,97375
lcetta@kan-code.com,882,apartment,74,73,48811
lchaffins@plussunin.com,1026,condominium,,76,78840
lchaffins@treequote.com,759,townhome,,,68303
lclaucherty@toughzap.com,692,house,,70,13111
lcolaizzo@bioplex.com,1362,apartment,73,72,90510
lcolaizzo@zumgoity.com,678,apartment,71,,59242
lcolla@plussunin.com,1050,townhome,70,73,71844
lcoody@doncon.com,990,house,,74,40081
lcoody@warephase.com,790,apartment,,72,14539
lcorbley@faxquote.com,79,apartment,72,67,13656
lcork@treequote.com,616,townhome,75,70,83220
lcorrio@gogozoom.com,448,apartment,72,69,6053
lcorrio@lexiqvolax.com,520,townhome,74,65,73567
lcorrio@rundofase.com,63,house,76,72,74740
lcousey@dambase.com,1183,mobile home,69,69,3444
lcoyier@condax.com,1889,apartment,70,72,67106
lcoyier@openlane.com,805,apartment,,75,92619
lcronauer@xx-holding.com,138,house,,73,37230
lcrupi@funholding.com,848,house,71,71,1510
lcrupi@green-plus.com,75,apartment,73,69,27292
lcryer@bioholding.com,717,house,,75,11714
lcryer@kan-code.com,1129,house,75,69,64674
lcryer@konmatfix.com,842,house,,71,64803
ldallen@hottechi.com,1267,apartment,73,70,24333
ldarakjy@plexzap.com,1210,apartment,71,74,15317
ldarakjy@stanredtax.com,994,apartment,73,73,85628
ldaufeldt@ron-tech.com,111,condominium,73,76,78575
ldegonia@inity.com,1651,house,74,64,23845
ldegonia@kinnamplus.com,1024,apartment,71,70,48911
ldegonia@plusstrip.com,657,townhome,76,,4097
ldeleo@codehow.com,1163,townhome,,67,70527
ldevreese@doncon.com,2340,apartment,70,75,28331
ldewar@y-corporation.com,3285,townhome,,72,56138
ldiestel@year-job.com,706,house,,71,1472
ldilello@scotfind.com,1079,townhome,71,68,23665
ldinos@plusstrip.com,675,townhome,72,70,45781
ldopico@warephase.com,1876,house,74,,83438
ldubaldi@stanredtax.com,788,house,,,32781
leanes@openlane.com,1594,house,73,74,67460
leanes@zathunicon.com,2234,townhome,74,74,54749
lemard@dalttechnology.com,204,mobile home,69,73,57271
lemard@singletechno.com,702,apartment,,69,72326
lemard@stanredtax.com,2505,house,74,73,19903
lemigh@betasoloin.com,1440,house,73,68,59760
lemigh@plexzap.com,341,apartment,75,71,11414
lengelberg@plusstrip.com,908,house,74,,56395
lennaco@bioplex.com,681,apartment,,72,24224
lennaco@streethex.com,656,house,72,71,45652
leroman@zoomit.com,177,house,76,,32237
leschberger@scottech.com,2234,house,74,76,41513
lestell@domzoom.com,381,apartment,74,77,48310
lestell@lexiqvolax.com,725,house,74,71,17001
lfallick@sonron.com,1726,apartment,72,71,91009
lfarrar@hatfan.com,693,townhome,68,71,55614
lfarrow@y-corporation.com,1258,house,70,69,74873
lfeichtner@donquadtech.com,1051,house,72,71,33770
lfeichtner@streethex.com,109,townhome,71,77,1366
lfelger@fasehatice.com,2462,house,,77,48025
lfelger@nam-zim.com,2478,townhome,72,72,4055
lfigeroa@mathtouch.com,1876,townhome,,68,64443
lfishburne@kinnamplus.com,1723,townhome,,74,61437
lflosi@domzoom.com,1418,condominium,74,69,51551
lflosi@ganjaflex.com,1004,apartment,73,68,44054
lfoller@golddex.com,752,house,,72,18229
lfoller@konex.com,2467,house,69,70,56750
lfrerking@dambase.com,926,apartment,70,76,96053
lfrey@sonron.com,2570,house,73,75,16856
lfunnell@opentech.com,1668,house,75,69,72631
lgehrett@rantouch.com,1032,apartment,73,73,77592
lgellinger@sunnamplex.com,540,townhome,70,71,75263
lgiguere@goodsilron.com,913,house,72,69,5466
lgillaspie@konmatfix.com,1516,house,,77,47863
lgillaspie@statholdings.com,937,house,73,,29821
lgleich@bioholding.com,663,house,75,73,32722
lgleich@golddex.com,826,house,72,73,40119
lgleich@plusstrip.com,923,apartment,,,29628
lgleich@scottech.com,1433,apartment,76,69,94245
lglick@openlane.com,1144,house,72,,55747
lgobern@ganjaflex.com,120,townhome,72,76,82329
lgoldammer@blackzim.com,495,apartment,,76,75435
lgotter@xx-zobam.com,483,townhome,,74,75172
lgreenbush@iselectrics.com,898,condominium,69,68,19435
lgreenbush@sunnamplex.com,1436,house,73,71,45268
lhagele@lexiqvolax.com,930,house,70,67,11757
lharabedian@betatech.com,1749,apartment,74,76,38857
lharnos@finjob.com,583,townhome,,67,91125
lharnos@sonron.com,1452,townhome,,76,61755
lharoldson@nam-zim.com,611,townhome,,,77969
lharoldson@toughzap.com,1500,house,,71,95234
lhaufler@donquadtech.com,301,apartment,,72,47654
lhaufler@rantouch.com,1592,apartment,72,,91921
lheimann@groovestreet.com,1586,apartment,,66,52253
lheimann@rantouch.com,65,house,71,68,58718
lheimann@silis.com,900,apartment,74,76,47114
lheimann@sunnamplex.com,1604,apartment,,73,28754
lheintzman@plexzap.com,1540,apartment,,74,12590
lheintzman@year-job.com,1098,condominium,,78,47740
lhellickson@sumace.com,647,house,70,72,52531
lhengel@donware.com,877,house,70,72,7060
lhiatt@j-texon.com,246,mobile home,71,74,6030
lhirpara@blackzim.com,2173,house,73,66,4359
lhirpara@golddex.com,1218,house,73,74,13119
lhirpara@scottech.com,450,apartment,73,72,98645
lhirpara@statholdings.com,901,apartment,,70,47043
lhixenbaugh@hatfan.com,325,house,72,71,38348
lhochard@gogozoom.com,2264,apartment,71,73,79745
lhochard@inity.com,547,apartment,68,74,64097
lhochard@y-corporation.com,967,house,,76,46945
lhoffis@iselectrics.com,2303,house,74,76,26282
lhoffis@mathtouch.com,822,apartment,72,71,45804
lhoneywell@funholding.com,812,apartment,,73,21661
lhoneywell@gogozoom.com,860,house,69,,94121
lhoopengardner@betatech.com,713,house,72,,6506
lhoopengardner@statholdings.com,377,mobile home,,67,80104
lhudnall@nam-zim.com,1166,house,,71,45684
lisenhower@konmatfix.com,232,mobile home,73,72,1343
