Email,Power_order_num,Generation_type,Battery_storage,Avg_kwh
hsweely@dontechi.com,1,solar-electric,25,192
htawil@openlane.com,1,solar-electric,,89
hthreets@gogozoom.com,1,solar-electric,97,124
htimenez@bioplex.com,1,wind,132,109
htomasulo@hottechi.com,1,solar-electric,,31
hupthegrove@betatech.com,1,solar-electric,13,86
hwaymire@toughzap.com,1,solar-electric,44,87
hwhobrey@ron-tech.com,1,solar-electric,,114
hzepp@ganjaflex.com,1,solar-electric,19,108
hzepp@ganjaflex.com,2,solar-electric,40,58
ialbares@sunnamplex.com,1,solar-electric,,83
iamigon@fasehatice.com,1,solar-electric,27,78
iandreason@plusstrip.com,1,solar-electric,18,23
ibachman@zoomit.com,1,wind,12,65
iclaucherty@zoomit.com,1,solar-electric,26,27
ifeichtner@silis.com,1,solar-electric,39,26
ifeichtner@silis.com,2,solar-electric,37,74
igoldammer@plusstrip.com,1,solar-electric,26,18
ihaufler@inity.com,1,wind,36,32
ikines@dontechi.com,1,solar-electric,84,60
ikoppinger@stanredtax.com,1,solar-electric,13,82
ikownacki@gogozoom.com,1,wind,13,102
imanno@finhigh.com,1,wind,14,94
ipaa@plexzap.com,1,solar-electric,41,18
irodeigues@konex.com,1,solar-electric,49,107
isayaphon@labdrill.com,1,wind,110,105
iscipione@j-texon.com,1,solar-electric,41,65
iscipione@j-texon.com,2,solar-electric,26,24
itomasulo@zotware.com,1,solar-electric,79,21
iwardrip@funholding.com,1,solar-electric,35,24
iwolny@finhigh.com,1,solar-electric,32,190
iwolny@finhigh.com,2,solar-electric,35,129
iwolny@finhigh.com,3,solar-electric,45,40
iwolny@finhigh.com,4,wind,24,74
iwolny@kan-code.com,1,solar-electric,,173
jacey@condax.com,1,solar-electric,52,168
jacey@dambase.com,1,solar-electric,,101
jahle@xx-zobam.com,1,solar-electric,38,47
jahle@xx-zobam.com,2,solar-electric,30,126
jandreason@groovestreet.com,1,wind,37,20
jarias@labdrill.com,1,solar-electric,,31
jarias@labdrill.com,2,wind,19,44
jauffrey@rantouch.com,1,solar-electric,,81
jbachman@codehow.com,1,solar-electric,13,64
jbeech@dalttechnology.com,1,solar-electric,,48
jbenimadho@blackzim.com,1,solar-electric,,68
jbenimadho@groovestreet.com,1,solar-electric,26,105
jbevelacqua@codehow.com,1,solar-electric,,56
jbevelacqua@codehow.com,2,solar-electric,12,19
jbevelacqua@rundofase.com,1,solar-electric,,63
jbitsuie@yearin.com,1,solar-electric,30,133
jblackwood@stanredtax.com,1,solar-electric,52,24
jblunk@plusstrip.com,1,solar-electric,35,15
jbookamer@dambase.com,1,solar-electric,,87
jboulter@groovestreet.com,1,wind,,49
jbourbon@y-corporation.com,1,solar-electric,69,95
jbrideau@finhigh.com,1,solar-electric,38,19
jbruschke@streethex.com,1,solar-electric,32,87
jbuemi@mathtouch.com,1,solar-electric,,129
jbutt@bioplex.com,1,solar-electric,,86
jbuvens@toughzap.com,1,solar-electric,,133
jbuzick@funholding.com,1,wind,,58
jcaiafa@fasehatice.com,1,solar-electric,,76
jcaldarera@ganjaflex.com,1,solar-electric,94,95
jcaldarera@inity.com,1,solar-electric,39,64
jcampain@betasoloin.com,1,wind,10,96
jcampain@betasoloin.com,2,solar-electric,24,25
jcandlish@zencorporation.com,1,solar-electric,11,19
jcandlish@zencorporation.com,2,solar-electric,,115
jcantres@sumace.com,1,solar-electric,16,38
jcartan@golddex.com,1,solar-electric,56,89
jcartan@opentech.com,1,wind,,20
jcaudy@yearin.com,1,wind,49,39
jchavous@xx-zobam.com,1,solar-electric,,71
jchavous@xx-zobam.com,2,solar-electric,27,47
jchesterfield@konmatfix.com,1,solar-electric,26,48
jcoody@codehow.com,1,solar-electric,17,126
jcorrington@hottechi.com,1,solar-electric,32,70
jcraghead@singletechno.com,1,solar-electric,49,172
jdeleo@konmatfix.com,1,solar-electric,41,53
jdewar@warephase.com,1,solar-electric,11,86
jemigh@dambase.com,1,solar-electric,44,15
jengelberg@opentech.com,1,wind,,53
jennaco@labdrill.com,1,wind,79,51
jeschberger@openlane.com,1,solar-electric,23,102
jfelger@plexzap.com,1,wind,12,17
jfigeroa@betasoloin.com,1,wind,,158
jfortino@sonron.com,1,wind,,56
jfrancescon@funholding.com,1,solar-electric,,65
jfrankel@ontomedia.com,1,solar-electric,,26
jfredicks@hatfan.com,1,solar-electric,28,19
jfredicks@konex.com,1,solar-electric,30,22
jfredicks@konex.com,2,solar-electric,28,124
jfredicks@nam-zim.com,1,solar-electric,,15
jfunnell@konmatfix.com,1,wind,17,76
jgabisi@kan-code.com,1,solar-electric,49,26
jgato@singletechno.com,1,solar-electric,26,100
jgato@stanredtax.com,1,solar-electric,46,24
jglick@golddex.com,1,solar-electric,43,175
jgoldammer@xx-zobam.com,1,solar-electric,15,47
jgwalthney@faxquote.com,1,solar-electric,77,92
jhagele@hatfan.com,1,solar-electric,66,156
jharoldson@j-texon.com,1,wind,,60
jhaufler@y-corporation.com,1,solar-electric,12,71
jhidvegi@labdrill.com,1,solar-electric,,162
jhoffis@rantouch.com,1,solar-electric,,48
jhoopengardner@golddex.com,1,solar-electric,27,16
jhoopengardner@golddex.com,2,solar-electric,29,103
jhoopengardner@golddex.com,3,solar-electric,10,20
jhusser@plexzap.com,1,wind,43,72
jisaacs@domzoom.com,1,solar-electric,15,22
jisaacs@domzoom.com,2,solar-electric,25,62
jjacobos@groovestreet.com,1,solar-electric,17,84
jjacobos@treequote.com,1,wind,,64
jkalafatis@conecom.com,1,wind,61,149
jkalafatis@rundofase.com,1,wind,28,106
jkalafatis@sunnamplex.com,1,solar-electric,15,24
jkarpin@scottech.com,1,solar-electric,,24
jkarpin@scottech.com,2,solar-electric,34,20
jkeneipp@funholding.com,1,solar-electric,,62
jketelsen@zotware.com,1,solar-electric,20,73
jkiel@isdom.com,1,solar-electric,17,105
jkiel@toughzap.com,1,wind,58,57
jklusman@newex.com,1,solar-electric,,42
jklusman@rantouch.com,1,solar-electric,,79
jkownacki@statholdings.com,1,solar-electric,38,50
jkulzer@silis.com,1,solar-electric,34,157
jkulzer@silis.com,2,solar-electric,14,21
jkusko@kan-code.com,1,solar-electric,13,15
jlabreche@kinnamplus.com,1,solar-electric,,17
jlabreche@xx-zobam.com,1,wind,,123
jlayous@zencorporation.com,1,solar-electric,16,79
jlietz@hatfan.com,1,solar-electric,,33
jlietz@plexzap.com,1,solar-electric,22,102
jlindall@ron-tech.com,1,solar-electric,,16
jlipkin@opentech.com,1,solar-electric,13,16
jlizama@conecom.com,1,solar-electric,23,60
jlouissant@finjob.com,1,solar-electric,13,61
jlukasik@blackzim.com,1,solar-electric,,79
jlungren@faxquote.com,1,wind,23,140
jmaclead@blackzim.com,1,wind,,92
jmaclead@labdrill.com,1,solar-electric,50,19
jmai@finhigh.com,1,solar-electric,11,87
jmaillard@ganjaflex.com,1,solar-electric,41,30
jmallett@openlane.com,1,solar-electric,14,24
jmallett@openlane.com,2,solar-electric,33,21
jmalvin@faxquote.com,1,solar-electric,55,77
jmanno@condax.com,1,solar-electric,88,87
jmauson@lexiqvolax.com,1,solar-electric,102,58
jmaynerich@zoomit.com,1,solar-electric,79,90
jmclaird@konex.com,1,solar-electric,22,109
jmclaird@konmatfix.com,1,solar-electric,,77
jmclaird@xx-holding.com,1,solar-electric,92,114
jmcrae@newex.com,1,solar-electric,,22
jmeisel@hatfan.com,1,solar-electric,40,48
jmeisel@hatfan.com,2,solar-electric,18,68
jmeisel@konex.com,1,solar-electric,,115
jmerced@mathtouch.com,1,solar-electric,,102
jmiceli@sunnamplex.com,1,solar-electric,,63
jmiceli@sunnamplex.com,2,wind,,49
jmondella@betatech.com,1,solar-electric,77,107
jmondella@domzoom.com,1,solar-electric,,67
jmonterrubio@isdom.com,1,wind,33,110
jmorocco@finjob.com,1,solar-electric,90,172
jmotley@scottech.com,1,wind,57,65
jmotley@scottech.com,2,solar-electric,22,23
jmotley@warephase.com,1,solar-electric,16,54
jmugnolo@finhigh.com,1,solar-electric,24,53
jmugnolo@finhigh.com,2,solar-electric,37,96
jmunns@openlane.com,1,solar-electric,,99
jmunns@treequote.com,1,solar-electric,,98
jneither@scotfind.com,1,solar-electric,27,52
jogg@goodsilron.com,1,wind,,148
johms@ganjaflex.com,1,solar-electric,17,68
joles@scottech.com,1,solar-electric,17,17
joles@scottech.com,2,solar-electric,14,105
joles@scottech.com,3,solar-electric,,18
jperigo@hatfan.com,1,solar-electric,31,44
jpinilla@golddex.com,1,solar-electric,18,100
jpoquette@gogozoom.com,1,solar-electric,75,73
jpoquette@ron-tech.com,1,solar-electric,11,52
jpoquette@ron-tech.com,2,solar-electric,30,105
jrantanen@ron-tech.com,1,solar-electric,,23
jrauser@inity.com,1,wind,31,22
jregusters@openlane.com,1,solar-electric,50,89
jrhymes@silis.com,1,solar-electric,28,95
jrim@bioholding.com,1,solar-electric,36,111
jrodeigues@treequote.com,1,solar-electric,56,16
jsahagun@konex.com,1,solar-electric,119,21
jsarao@zencorporation.com,1,solar-electric,,193
jsaras@donquadtech.com,1,wind,96,27
jsaras@singletechno.com,1,wind,55,127
jsaylors@ontomedia.com,1,solar-electric,,20
jschmierer@golddex.com,1,wind,,54
jscriven@gogozoom.com,1,solar-electric,,40
jscriven@warephase.com,1,solar-electric,20,19
jseewald@kinnamplus.com,1,solar-electric,34,100
jshields@betasoloin.com,1,solar-electric,66,77
jsimilton@plusstrip.com,1,solar-electric,34,77
jskursky@konmatfix.com,1,solar-electric,91,16
jsmith@kan-code.com,1,solar-electric,49,26
jsmith@zathunicon.com,1,solar-electric,19,159
jspickerman@donquadtech.com,1,solar-electric,29,48
jsteier@streethex.com,1,solar-electric,,51
jstockham@gogozoom.com,1,solar-electric,18,24
jstoltzman@plexzap.com,1,solar-electric,24,101
jstrassner@faxquote.com,1,solar-electric,13,113
jstuer@xx-zobam.com,1,wind,,42
jsturiale@betasoloin.com,1,solar-electric,16,111
jsuell@mathtouch.com,1,solar-electric,31,19
jsuell@zencorporation.com,1,solar-electric,14,29
jswayze@lexiqvolax.com,1,wind,15,48
jswayze@lexiqvolax.com,2,solar-electric,10,142
jsweely@betasoloin.com,1,solar-electric,20,138
jsweigard@green-plus.com,1,solar-electric,,83
jsweigard@isdom.com,1,solar-electric,,176
jtegarden@isdom.com,1,wind,,80
jtheodorov@kan-code.com,1,solar-electric,,63
jtheodorov@kan-code.com,2,solar-electric,27,73
jtillotson@ontomedia.com,1,wind,29,76
jtimenez@hatfan.com,1,solar-electric,35,21
jtimenez@hatfan.com,2,solar-electric,38,67
jtomasulo@scottech.com,1,solar-electric,17,30
jtomasulo@scottech.com,2,solar-electric,30,102
jtomasulo@scottech.com,3,solar-electric,,117
jtomblin@scotfind.com,1,solar-electric,37,133
jtromblay@mathtouch.com,1,solar-electric,18,63
jtromblay@mathtouch.com,2,solar-electric,,16
jupthegrove@plussunin.com,1,solar-electric,14,112
juyetake@xx-holding.com,1,solar-electric,10,23
jvenere@warephase.com,1,solar-electric,10,102
jvinning@isdom.com,1,solar-electric,,124
jvizarro@ganjaflex.com,1,solar-electric,38,83
jwalthall@zotware.com,1,solar-electric,19,30
jweglarz@openlane.com,1,solar-electric,,54
jwildfong@zotware.com,1,wind,,18
jwrinkles@zoomit.com,1,wind,,122
jyaw@lexiqvolax.com,1,solar-electric,18,116
jyori@fasehatice.com,1,solar-electric,,79
kabdallah@condax.com,1,solar-electric,41,91
kacuff@finhigh.com,1,solar-electric,10,111
kalbares@openlane.com,1,solar-electric,,178
kauber@finjob.com,1,solar-electric,28,73
kbatman@opentech.com,1,wind,20,100
kbenimadho@konex.com,1,solar-electric,44,47
kbergesen@dalttechnology.com,1,solar-electric,20,76
kbergesen@dalttechnology.com,2,wind,,18
kbergesen@dalttechnology.com,3,solar-electric,,43
kberlanga@finjob.com,1,solar-electric,,44
kberray@year-job.com,1,solar-electric,83,70
kbiddy@betatech.com,1,solar-electric,35,23
kbirkner@statholdings.com,1,wind,10,74
kblackwood@condax.com,1,solar-electric,31,22
kbrachle@doncon.com,1,solar-electric,,18
kcaiafa@betasoloin.com,1,solar-electric,82,157
kcaiafa@blackzim.com,1,solar-electric,23,110
kcaudy@kinnamplus.com,1,solar-electric,16,19
kcentini@dontechi.com,1,solar-electric,44,20
kcorrington@sunnamplex.com,1,solar-electric,39,64
kcorrio@konmatfix.com,1,solar-electric,,17
kcousey@zotware.com,1,solar-electric,30,39
kcrupi@funholding.com,1,wind,39,169
kcrupi@yearin.com,1,solar-electric,46,77
kdallen@newex.com,1,solar-electric,43,17
kdegonia@donware.com,1,solar-electric,36,24
kdelasancha@sunnamplex.com,1,solar-electric,32,53
kdemesa@lexiqvolax.com,1,wind,,21
kdemesa@lexiqvolax.com,2,solar-electric,15,22
kdevreese@goodsilron.com,1,solar-electric,58,92
kdhamer@warephase.com,1,wind,,69
kdopico@codehow.com,1,wind,37,42
kdopico@codehow.com,2,solar-electric,27,41
kdopico@codehow.com,3,wind,24,26
kdopico@codehow.com,4,solar-electric,44,104
kengelberg@singletechno.com,1,solar-electric,,37
kferencz@fasehatice.com,1,solar-electric,39,88
kferrario@bioholding.com,1,wind,,100
kfrey@zathunicon.com,1,solar-electric,18,75
kgiguere@donquadtech.com,1,solar-electric,18,73
kgochal@green-plus.com,1,solar-electric,41,91
kgudroe@dalttechnology.com,1,wind,50,46
khalsey@kinnamplus.com,1,solar-electric,38,78
khamilton@labdrill.com,1,solar-electric,41,135
khamilton@openlane.com,1,solar-electric,,89
khanafan@bioplex.com,1,solar-electric,,44
kheimann@sumace.com,1,solar-electric,,94
kherritt@sumace.com,1,solar-electric,,78
kjacobos@toughzap.com,1,solar-electric,26,21
kkaniecki@toughzap.com,1,solar-electric,,53
kkannady@zencorporation.com,1,solar-electric,,80
kkardas@sonron.com,1,solar-electric,14,108
kkardas@xx-zobam.com,1,solar-electric,,84
kklimek@sumace.com,1,solar-electric,,18
klabreche@betasoloin.com,1,solar-electric,51,131
klawler@zotware.com,1,solar-electric,32,42
kleto@iselectrics.com,1,solar-electric,26,87
klimmel@ontomedia.com,1,wind,24,44
klungren@betatech.com,1,solar-electric,22,98
kmarrier@konmatfix.com,1,solar-electric,,92
kmastella@statholdings.com,1,solar-electric,21,17
kmenter@opentech.com,1,solar-electric,18,106
kmenter@statholdings.com,1,solar-electric,26,42
kmerced@iselectrics.com,1,wind,47,151
kmodzelewski@rangreen.com,1,solar-electric,45,94
kmondella@mathtouch.com,1,wind,,16
kmonterrubio@j-texon.com,1,solar-electric,18,17
kmorasca@statholdings.com,1,solar-electric,,23
kmorasca@statholdings.com,2,solar-electric,29,102
kmotley@rangreen.com,1,solar-electric,18,77
kmotley@rangreen.com,2,solar-electric,31,40
knabours@finjob.com,1,wind,38,89
knachor@goodsilron.com,1,wind,42,83
kohms@hatfan.com,1,solar-electric,,15
kostrosky@ganjaflex.com,1,solar-electric,,108
kparvis@gogozoom.com,1,solar-electric,33,38
kpaskin@labdrill.com,1,solar-electric,119,67
kpatak@toughzap.com,1,wind,18,17
kperez@silis.com,1,wind,50,128
kperin@kan-code.com,1,solar-electric,12,32
kperin@kan-code.com,2,solar-electric,,23
krauser@bioplex.com,1,solar-electric,15,90
kraymo@ontomedia.com,1,wind,29,84
kregusters@blackzim.com,1,wind,27,149
krhym@mathtouch.com,1,solar-electric,15,85
kriopelle@hottechi.com,1,solar-electric,73,124
ksamu@goodsilron.com,1,solar-electric,34,23
ksaylors@hottechi.com,1,wind,32,35
kscheyer@groovestreet.com,1,solar-electric,37,88
kschmierer@gogozoom.com,1,solar-electric,65,161
ksemidey@inity.com,1,solar-electric,106,149
kshadrick@green-plus.com,1,solar-electric,65,25
kshinko@zoomit.com,1,solar-electric,14,61
kspringe@year-job.com,1,solar-electric,39,22
kspringe@year-job.com,2,solar-electric,,37
kstem@funholding.com,1,solar-electric,,134
kstorment@zumgoity.com,1,solar-electric,,150
ksweigard@silis.com,1,wind,12,16
ktagala@xx-zobam.com,1,solar-electric,19,36
kvanheusen@j-texon.com,1,solar-electric,12,152
kvanheusen@labdrill.com,1,solar-electric,16,56
kvarriano@stanredtax.com,1,solar-electric,17,22
kvizarro@fasehatice.com,1,solar-electric,,48
kvonasek@condax.com,1,solar-electric,16,21
kwalthall@goodsilron.com,1,solar-electric,15,46
kwalthall@goodsilron.com,2,wind,33,67
kwaycott@toughzap.com,1,solar-electric,,24
kwiklund@faxquote.com,1,solar-electric,81,63
kyori@groovestreet.com,1,solar-electric,76,54
kzagen@rundofase.com,1,wind,11,21
kzurcher@kan-code.com,1,solar-electric,12,18
lagramonte@condax.com,1,solar-electric,,72
lagramonte@condax.com,2,wind,,47
lahle@faxquote.com,1,solar-electric,18,57
lamyot@sumace.com,1,solar-electric,,105
lankeny@lexiqvolax.com,1,solar-electric,,102
larceo@bioplex.com,1,solar-electric,24,23
larceo@bioplex.com,2,solar-electric,16,57
laredondo@j-texon.com,1,solar-electric,,107
larias@plexzap.com,1,solar-electric,29,109
lasar@sumace.com,1,solar-electric,,35
lbarfield@nam-zim.com,1,wind,40,19
lbartolet@rangreen.com,1,solar-electric,,96
lbatman@year-job.com,1,solar-electric,,18
lbeech@golddex.com,1,solar-electric,,97
lberray@openlane.com,1,solar-electric,74,64
lblackwood@kinnamplus.com,1,solar-electric,18,106
lbookamer@zencorporation.com,1,solar-electric,10,59
lboord@hottechi.com,1,solar-electric,,16
lboord@yearin.com,1,solar-electric,36,110
lbubash@stanredtax.com,1,solar-electric,,77
lbuemi@hatfan.com,1,solar-electric,75,94
lburnard@kan-code.com,1,solar-electric,16,85
lbuvens@blackzim.com,1,solar-electric,37,71
lbuzick@newex.com,1,solar-electric,,38
lbuzick@zencorporation.com,1,solar-electric,,96
lcaiafa@groovestreet.com,1,solar-electric,24,74
lcaiafa@plussunin.com,1,solar-electric,15,134
lcallaro@faxquote.com,1,solar-electric,,77
lcanlas@donquadtech.com,1,solar-electric,59,97
lcantres@y-corporation.com,1,solar-electric,12,85
lcartan@konmatfix.com,1,solar-electric,24,17
lcastros@betatech.com,1,solar-electric,,38
lchaffins@plussunin.com,1,solar-electric,,17
lchaffins@treequote.com,1,solar-electric,72,189
lclaucherty@toughzap.com,1,wind,14,154
lcolaizzo@bioplex.com,1,solar-electric,30,44
lcousey@dambase.com,1,solar-electric,38,21
lcousey@dambase.com,2,solar-electric,41,53
lcousey@dambase.com,3,wind,11,75
lcousey@dambase.com,4,solar-electric,19,64
lcoyier@condax.com,1,solar-electric,131,52
lcrupi@green-plus.com,1,solar-electric,12,92
ldarakjy@stanredtax.com,1,wind,48,51
ldarakjy@stanredtax.com,2,solar-electric,13,60
ldegonia@kinnamplus.com,1,solar-electric,14,56
ldegonia@kinnamplus.com,2,wind,35,32
ldevreese@doncon.com,1,solar-electric,30,57
ldevreese@doncon.com,2,solar-electric,47,74
ldewar@y-corporation.com,1,solar-electric,48,118
ldilello@scotfind.com,1,solar-electric,80,48
ldopico@warephase.com,1,wind,12,20
leanes@zathunicon.com,1,wind,,62
lemard@stanredtax.com,1,solar-electric,23,24
lengelberg@plusstrip.com,1,solar-electric,62,233
lennaco@bioplex.com,1,solar-electric,,104
lennaco@streethex.com,1,solar-electric,,20
leroman@zoomit.com,1,solar-electric,13,45
lestell@lexiqvolax.com,1,solar-electric,,76
lfallick@sonron.com,1,solar-electric,104,119
lfarrar@hatfan.com,1,wind,23,85
lfarrow@y-corporation.com,1,wind,15,23
lfeichtner@donquadtech.com,1,solar-electric,,71
lfeichtner@streethex.com,1,solar-electric,,117
lfelger@nam-zim.com,1,wind,58,16
lfishburne@kinnamplus.com,1,wind,,91
lflosi@domzoom.com,1,solar-electric,105,16
lfrey@sonron.com,1,wind,17,123
lfunnell@opentech.com,1,solar-electric,,83
lgehrett@rantouch.com,1,solar-electric,11,172
lgiguere@goodsilron.com,1,solar-electric,11,62
lgleich@scottech.com,1,solar-electric,49,23
lgleich@scottech.com,2,solar-electric,,110
lgreenbush@iselectrics.com,1,solar-electric,31,71
lgreenbush@sunnamplex.com,1,solar-electric,,39
lhagele@lexiqvolax.com,1,wind,19,104
lharabedian@betatech.com,1,solar-electric,24,55
lharnos@sonron.com,1,solar-electric,22,93
lharoldson@nam-zim.com,1,solar-electric,10,76
lharoldson@toughzap.com,1,wind,44,118
lhaufler@donquadtech.com,1,solar-electric,22,24
lheimann@groovestreet.com,1,solar-electric,,161
lheintzman@plexzap.com,1,solar-electric,51,23
lhengel@donware.com,1,solar-electric,24,60
lhirpara@golddex.com,1,solar-electric,20,99
lhirpara@scottech.com,1,solar-electric,,98
lhochard@gogozoom.com,1,solar-electric,20,42
lhochard@inity.com,1,solar-electric,,28
lhoffis@iselectrics.com,1,solar-electric,47,61
lhoneywell@gogozoom.com,1,solar-electric,,69
lhoopengardner@betatech.com,1,solar-electric,100,159
lhoopengardner@statholdings.com,1,solar-electric,18,17
lisenhower@konmatfix.com,1,solar-electric,132,54
ljeanty@scottech.com,1,solar-electric,,17
ljillson@labdrill.com,1,solar-electric,15,118
ljurney@conecom.com,1,solar-electric,,22
ljurney@scottech.com,1,solar-electric,,154
ljuvera@faxquote.com,1,solar-electric,31,102
ljuvera@ron-tech.com,1,solar-electric,33,21
lkampa@conecom.com,1,solar-electric,,92
lkannady@rantouch.com,1,solar-electric,,95
lkarpin@xx-holding.com,1,solar-electric,,26
lkeetch@cancity.com,1,solar-electric,31,28
lkeneipp@streethex.com,1,solar-electric,13,27
lketelsen@doncon.com,1,solar-electric,,17
lkiel@finhigh.com,1,solar-electric,13,69
lkiel@finhigh.com,2,solar-electric,24,100
lkiel@finhigh.com,3,solar-electric,,27
lklang@finhigh.com,1,solar-electric,23,23
lklang@xx-zobam.com,1,solar-electric,11,109
lkohnert@warephase.com,1,wind,,32
lkonopacki@cancity.com,1,solar-electric,43,248
lkusko@ontomedia.com,1,solar-electric,21,48
llabreche@zumgoity.com,1,solar-electric,14,96
llace@xx-zobam.com,1,solar-electric,57,117
llary@groovestreet.com,1,wind,32,104
llary@inity.com,1,solar-electric,54,121
llatzke@dontechi.com,1,solar-electric,,73
llatzke@hatfan.com,1,solar-electric,,93
llimmel@zencorporation.com,1,solar-electric,26,72
llimmel@zoomit.com,1,solar-electric,,48
llinahan@gogozoom.com,1,solar-electric,13,100
llinahan@kinnamplus.com,1,solar-electric,52,35
llipke@rundofase.com,1,solar-electric,43,68
lloader@treequote.com,1,wind,23,22
llueckenbach@doncon.com,1,solar-electric,10,120
llueckenbach@zoomit.com,1,solar-electric,,19
llungren@doncon.com,1,solar-electric,36,62
llungren@finjob.com,1,solar-electric,33,94
lmaillard@betatech.com,1,solar-electric,55,227
lmallett@condax.com,1,solar-electric,,59
lmalvin@kan-code.com,1,solar-electric,36,24
lmanno@plexzap.com,1,solar-electric,,26
lmarrier@blackzim.com,1,solar-electric,15,127
lmartabano@funholding.com,1,solar-electric,41,167
lmastella@isdom.com,1,solar-electric,27,194
lmauson@bioplex.com,1,wind,23,102
lmauson@bioplex.com,2,solar-electric,33,90
lmaybury@domzoom.com,1,solar-electric,,60
lmaybury@finhigh.com,1,solar-electric,35,25
lmclaird@blackzim.com,1,solar-electric,,157
lmclaird@stanredtax.com,1,solar-electric,16,52
lmconnell@scotfind.com,1,solar-electric,30,61
lmcrae@warephase.com,1,solar-electric,,21
lmenter@hottechi.com,1,solar-electric,,137
lmenter@plusstrip.com,1,solar-electric,,32
lmiceli@newex.com,1,wind,,16
lmiceli@silis.com,1,solar-electric,,61
lmirafuentes@ron-tech.com,1,solar-electric,,65
lmiro@yearin.com,1,solar-electric,53,111
lmorocco@sonron.com,1,solar-electric,68,154
lmugnolo@doncon.com,1,wind,,20
lmulqueen@iselectrics.com,1,solar-electric,,94
lnabours@konmatfix.com,1,solar-electric,35,18
lnewville@xx-zobam.com,1,solar-electric,,68
lnievas@betasoloin.com,1,solar-electric,43,21
lnievas@cancity.com,1,wind,28,15
loldroyd@inity.com,1,solar-electric,17,64
lonofrio@rangreen.com,1,solar-electric,,89
lostolaza@sunnamplex.com,1,wind,11,134
lpagliuca@lexiqvolax.com,1,solar-electric,47,49
lpalaia@hatfan.com,1,wind,14,26
lpalaia@nam-zim.com,1,solar-electric,80,54
lpalaia@ontomedia.com,1,wind,38,79
lpaprocki@goodsilron.com,1,solar-electric,23,54
lparlato@donquadtech.com,1,solar-electric,26,98
lparvis@lexiqvolax.com,1,solar-electric,56,77
lpawlowicz@zathunicon.com,1,solar-electric,72,181
lperin@betatech.com,1,wind,23,49
lperin@betatech.com,2,solar-electric,,56
lperin@ontomedia.com,1,solar-electric,,115
lperruzza@doncon.com,1,solar-electric,,31
lplumer@zotware.com,1,solar-electric,32,17
lplumer@zotware.com,2,solar-electric,28,82
lradde@inity.com,1,solar-electric,,71
lrentfro@codehow.com,1,solar-electric,,140
lrodeigues@kinnamplus.com,1,solar-electric,22,77
lrodenberger@statholdings.com,1,solar-electric,,90
lroyster@sumace.com,1,solar-electric,13,83
lroyster@sunnamplex.com,1,solar-electric,14,17
lruta@sumace.com,1,solar-electric,,32
lsahagun@betatech.com,1,solar-electric,,69
lsamu@inity.com,1,solar-electric,,85
lsamu@zencorporation.com,1,solar-electric,13,67
lsamu@zencorporation.com,2,wind,13,60
lsarao@rantouch.com,1,solar-electric,18,24
lsaras@dambase.com,1,solar-electric,32,39
lsaylors@cancity.com,1,solar-electric,15,84
lschemmer@dontechi.com,1,solar-electric,,22
lscheyer@domzoom.com,1,wind,13,21
lschmaltz@betatech.com,1,solar-electric,59,16
lschmaltz@golddex.com,1,solar-electric,,114
lschnitzler@sonron.com,1,solar-electric,59,190
lscipione@zathunicon.com,1,solar-electric,103,131
lseewald@rundofase.com,1,solar-electric,17,97
lsergi@plexzap.com,1,wind,175,47
lshire@lexiqvolax.com,1,solar-electric,20,93
lsilvestrini@nam-zim.com,1,solar-electric,21,45
lskursky@dalttechnology.com,1,solar-electric,,131
lsmith@cancity.com,1,solar-electric,,40
lspickerman@sunnamplex.com,1,solar-electric,44,88
lsteffensmeier@funholding.com,1,solar-electric,10,26
lsteier@green-plus.com,1,solar-electric,90,23
lstem@bioholding.com,1,solar-electric,15,58
lstimmel@konex.com,1,solar-electric,26,97
lstockham@sunnamplex.com,1,solar-electric,14,130
lstuer@kan-code.com,1,solar-electric,45,95
lsuffield@scottech.com,1,solar-electric,27,61
lsweigard@toughzap.com,1,solar-electric,43,137
ltawil@plusstrip.com,1,solar-electric,,49
lthreets@blackzim.com,1,solar-electric,,81
lthreets@rangreen.com,1,wind,30,38
lthyberg@toughzap.com,1,solar-electric,25,99
ltimenez@isdom.com,1,solar-electric,11,62
ltjepkema@zencorporation.com,1,solar-electric,18,63
ltomblin@condax.com,1,solar-electric,29,87
ltomblin@plusstrip.com,1,solar-electric,26,29
ltreston@ganjaflex.com,1,solar-electric,10,49
lvanausdal@zumgoity.com,1,wind,,53
lventura@betasoloin.com,1,solar-electric,,119
lventura@stanredtax.com,1,solar-electric,19,64
lvinning@hatfan.com,1,solar-electric,,17
lvizarro@condax.com,1,wind,13,17
lvizarro@hatfan.com,1,wind,29,43
lvizarro@hatfan.com,2,wind,16,92
lwardrip@streethex.com,1,solar-electric,35,22
lweglarz@cancity.com,1,wind,106,264
lweglarz@dalttechnology.com,1,solar-electric,10,54
lweirather@faxquote.com,1,solar-electric,31,64
lweirather@sunnamplex.com,1,wind,14,34
lwenner@blackzim.com,1,wind,23,67
lwenzinger@konmatfix.com,1,wind,28,57
lwiklund@konex.com,1,solar-electric,,18
lwolfgramm@scottech.com,1,solar-electric,19,18
lworlds@plexzap.com,1,solar-electric,,82
lyori@opentech.com,1,solar-electric,17,66
lyori@zoomit.com,1,wind,41,20
lyori@zoomit.com,2,solar-electric,40,86
lyum@ontomedia.com,1,solar-electric,,84
